sku,imageKeywords
10399784,"knitted toys;""dinosaur toys"";""animal toys"";""colorful toys"";""children's toys"";""home decor"";""gift ideas"";""soft toys"";""handmade"";""knitted animals"";""stuffed animals"";""crochet toys"";""amigurumi"";""cute toys"";""dinosaur patterns"";""toy set"""
10406552,"sweater;""pullover"";""knitted"";""long sleeves"";""round neckline"";""lace yoke"";""cream color"";""female model"";""cozy"";""handmade garment"";""casual wear"";""textured pattern"";""comfortable"";""elegant"";""simple design"";""fall fashion"";""winter fashion"";""classic"";""versatile"";""soft fabric"""
10406947,"knitting pattern;""crochet pattern"";""sweater"";""pullover"";""long sleeves"";""V-neck"";""openwork"";""lace pattern"";""light blue"";""women's garment"";""comfortable"";""casual"";""relaxed fit"";""spring"";""fall"";""DIY fashion"";""handmade clothing"";""beginner-friendly"";""intermediate"";""modern"";""trendy"";""textured"";""crocheted top"";""warm weather wear"""
10407718,"knitted flower;""crochet flower"";""red flower"";""poppy flower"";""green leaf"";""black center"";""floral applique"";""handmade flower"";""knit accessory"";""crochet accessory"";""flower brooch"";""craft flower"";""yarn flower"";""decorative flower"""
10410001,"baby cardigan;""knitting pattern"";""buttoned"";""pastel colors"";""textured stitch"";""infant wear"";""handmade"";""baby girl"";""long sleeve"";""lace pattern"";""soft yarn"";""ribbed collar"";""cozy"";""delicate"";""baby clothing"";""cute"";""comfy"";""fashionable"";""pink buttons"";""open front"""
10411569,"knitted cardigan;""gray"";""long sleeve"";""hooded"";""open front"";""ribbed texture"";""casual style"";""cozy"";""layering piece"";""women's fashion"";""DIY knitting pattern"";""comfortable"";""relaxed fit"""
10412964,"mottled;""shade"";""sweater"";""knitted"";""crochet pattern"";""crew neck"";""long sleeve"";""textured design"";""pink"";""casual"";""soft"";""comfy"";""women’s garment"";""handmade"";""intermediate level"";""lightweight"";""spring fashion"";""fall fashion"";""easy to wear"";""modern design"""
10415522,"crochet;""bag"";""shopper"";""mini shopper"";""small bag"";""accessory"";""blue"";""orange accents"";""granny squares"";""button closure"";""handmade"";""craft"";""DIY"";""colorful"";""pattern"";""crochet bag"";""crochet project"";""shoulder bag"";""stylish"";""color blocks"";""knitting pattern"";""crocheted bag"";""practical"";""creative"";""fun design"";""summer bag"";""yarn project"";""hobby"";""gift idea"";""easy project"""
10418209,"knitted blanket;""patchwork"";""geometric squares"";""multi-colored"";""textured knitting"";""rectangular blanket"";""home decor"";""modern design"";""cozy"";""handmade"";""color-block pattern"";""green and blue"";""knitting project"";""intermediate skill level"";""DIY knitting craft"""
10418266,"knitted vest;""felted tweed"";""sleeveless"";""v-neck"";""women's clothing"";""casual wear"";""neutral color"";""knit texture"";""simple design"";""cozy"";""layering piece"";""classic style"";""DIY fashion"";""handmade"";""textured fabric"";""beginner-friendly"";""oversized fit"";""comfortable"";""easy knit"";""fall fashion"""
10419220,"knitting pattern;""women's sweater"";""green sweater"";""vest sweater"";""ribbed texture"";""sleeveless"";""crew neck"";""casual wear"";""layered outfit"";""beach theme"";""outdoor photoshoot"";""handmade garment"";""DIY fashion"";""knitwear design"";""textured knit"";""fall fashion"";""winter fashion"";""intermediate pattern"";""classic style"";""modern knitwear"""
10420115,"knitted sweater;""pink sweater"";""cable-knit"";""turtleneck sweater"";""long sleeves"";""women's sweater"";""textured knitting"";""cozy sweater"";""fall fashion"";""winter fashion"";""chunky knit"";""soft fabric"";""cable detail"";""patterned knit"";""handmade clothing"";""fashion knitwear"""
10420155,"knitting pattern;""crochet pattern"";""doll"";""stuffed toy"";""angel"";""fluffy yarn"";""holiday theme"";""Christmas decor"";""soft toy"";""handmade"";""plush toy"";""gift idea"";""DIY project"";""fuzzy yarn"";""cute"";""decorative"";""seasonal"";""kid-friendly"";""amigurumi"""
10420159,"sweater;""colorful"";""crochet"";""granny squares"";""pullover"";""long sleeves"";""crew neck"";""women's clothing"";""casual"";""fall fashion"";""spring fashion"";""handmade"";""multicolor"";""floral pattern"";""chunky yarn"";""boho style"";""comfy fit"";""patterned"";""yarn crafting"";""DIY fashion"""
10420165,"striped sweater;""blue and white stripes"";""boys sweater"";""children's knitting pattern"";""collared sweater"";""button-up collar"";""long sleeve"";""knitted jumper"";""casual wear"";""cozy garment"";""color block hem"";""fall/winter sweater"";""handmade clothing"";""DIY fashion"";""easy knitting project"""
10420181,"crochet;""sweater"";""granny squares"";""colorful"";""floral pattern"";""long sleeves"";""round neckline"";""bohemian style"";""casual wear"";""handmade"";""artisan"";""chunky yarn"";""multicolored flowers"";""warm"";""cozy"";""fall fashion"";""winter fashion"";""vintage"";""retro"";""layering"""
10420384,"knit sweater;""knit cardigan"";""women's sweater"";""men's cardigan"";""raglan sleeve"";""crew neck"";""button-up cardigan"";""long sleeves"";""casual wear"";""unisex"";""soft yarn"";""neutral tones"";""everyday wear"";""textured knit"";""cozy knitwear"";""simple design"";""basic knit pattern"";""comfortable fit"";""classic style"""
10420416,"striped cardigan;""knit cardigan"";""women's sweater"";""long sleeve"";""button-up"";""multi-colored"";""fall colors"";""DIY knit project"";""patterned sweater"";""beginner friendly"";""easy knit"";""casual wear"";""comfy sweater"";""handmade clothing"";""layering piece"";""classic style"";""cozy knit"";""layered look"";""striped design"";""larger sizes"""
10420418,"knitted cardigan;""child's sweater"";""striped knit"";""multicolored yarn"";""raglan sleeve"";""button-front cardigan"";""long sleeves"";""gradient colors"";""easy knit pattern"";""girls cardigan"";""handmade clothing"";""cozy sweater"";""casual style"";""soft yarn"";""warm garment"";""children's knitwear"";""comfortable fit"";""colorful clothing"";""layering piece"""
10420420,"knitting;""sweater"";""pullover"";""pink"";""long-sleeve"";""raglan sleeve"";""easy lace"";""lace pattern"";""crew neck"";""woman"";""model"";""knitwear"";""garment"";""cozy"";""textured"";""fashion"";""patterns"";""DIY"";""soft"";""warm"""
10420444,"knitting;""crochet"";""pattern"";""cardigan"";""sweater"";""top"";""long sleeves"";""cable knit"";""ribbed hem"";""open front"";""set"";""ivory"";""cream"";""chunky knit"";""textured"";""casual"";""layering"";""cozy"";""winter"";""fall"";""women's clothing"";""handmade"";""DIY"";""knitwear"""
10420484,"knitting pattern;""sweater"";""striped"";""color block"";""blue"";""white"";""long sleeves"";""crew neck"";""casual"";""easy cable"";""larger sizes"";""women's clothing"";""cozy"";""fall fashion"";""winter fashion"";""DIY"";""craft"";""warm"";""soft"";""comfortable"""
10420502,"knitted cardigan;""button-up cardigan"";""pink sweater"";""speckled yarn"";""long sleeve"";""round neck"";""textured knit"";""casual wear"";""layering piece"";""outdoor attire"";""cozy knit"";""women's fashion"";""handmade garment"";""cardigan pattern"";""intermediate skill level"";""fall fashion"";""winter wear"";""speckled knit"";""classic style"";""mid-length"";""drop shoulders"""
10420506,"men's sweater;""blue"";""knit sweater"";""long sleeve"";""crew neck"";""textured pattern"";""fall/winter fashion"";""casual"";""classic style"";""comfortable fit"";""handmade"";""wool"";""cozy"";""masculine"";""outdoor"";""layering piece"";""rustic"";""ribbed cuffs and hem"";""knitting pattern"""
10420510,"cardigan;""knitted cardigan"";""women's cardigan"";""button-down"";""gray"";""striped"";""long sleeves"";""pockets"";""cozy"";""chunky knit"";""comfortable"";""front pockets"";""shawl collar"";""casual style"";""handmade"";""fashion"";""outerwear"";""layering"";""fall fashion"";""winter fashion"";""warm garment"";""soft texture"""
10420550,"knitted cardigan;""wool cardigan"";""cable knit"";""chunky knit"";""open front"";""long sleeves"";""oversized fit"";""cozy"";""pink cardigan"";""shawl collar"";""textured knit"";""fall fashion"";""winter fashion"";""handmade"";""crochet alternatives"";""plus size available"";""size range inclusive"";""soft texture"";""everyday wear"";""casual style"""
10420560,"knitted;""sweater"";""cable knit"";""raglan sleeves"";""long sleeves"";""round neck"";""pink"";""women's"";""cozy"";""textured"";""intermediate skill level"";""casual"";""warm"";""fall fashion"";""winter garment"""
10420564,"cardigan;""knitted cardigan"";""chunky knit"";""grey"";""shawl collar"";""long sleeves"";""open front"";""textured"";""casual"";""women's apparel"";""comfortable"";""cozy"";""modern style"";""easy pattern"";""beginner friendly"";""cropped length"";""buttonless cardigan"";""fall fashion"";""winter fashion"";""versatile layering"""
10420604,"knitted;""snail"";""animal"";""toy"";""stuffed"";""pastel colors"";""soft"";""cute"";""children"";""gift"";""shell"";""whimsical"";""decorative"";""handmade"";""colorful"";""beginner-friendly"";""pattern"";""DIY"";""amigurumi"";""project"";""display"";""knitting pattern"";""spring theme"";""garden theme"";""playful"""
10421291,"knitting;""pattern"";""cardigan"";""blue"";""colorful"";""multi-colored"";""garment"";""project"";""crocheted edge"";""buttons"";""knitted garment"";""long sleeves"";""ribbed cuffs"";""casual style"";""fashion"";""DIY"";""handmade cardigan"";""striped edges"";""vintage look"";""warm clothing"";""comfortable"";""color block"";""oversized fit"";""layering"";""stylish knitwear"";""women's fashion"";""chunky knit"""
10421470,"child;""girl"";""model"";""pink cardigan"";""knitted cardigan"";""long sleeves"";""button-up"";""soft fabric"";""polka dot dress"";""cute"";""cozy"";""children’s clothing"";""hand-knit"";""fashion"";""outdoor"";""spring"";""stylish"";""playful"";""comfortable"";""Layering garment"";""everyday wear"";""casual style"";""Debbie Bliss Angel"";""knitting pattern"""
10421620,"knitted cardigan;""cable knit"";""women's sweater"";""long sleeves"";""shawl collar"";""buttoned"";""deep pockets"";""blue cardigan"";""chunky knit"";""textured pattern"";""fall fashion"";""winter wear"";""handmade knitwear"";""model wearing garment"""
10421643,"sweater;""pullover"";""knitted"";""patterned"";""colorwork"";""fair isle"";""long sleeves"";""round neck"";""ribbed cuffs"";""ribbed hem"";""chunky yarn"";""multicolor"";""classic style"";""winterwear"";""warm"";""cozy"";""casual"";""beanie"";""hat"";""set"";""matching set"";""traditional pattern"";""handmade"";""DIY fashion"";""vintage inspiration"";""outerwear"";""layering"""
10421651,"knitted;""cardigan"";""striped"";""multicolor"";""long-sleeve"";""buttons"";""crew neck"";""pockets"";""pastel colors"";""ribbed cuffs"";""waffle texture"";""children's clothing"";""purple"";""pink"";""green"";""white"";""handmade"";""cozy"";""fall fashion"";""layered"""
10421655,"knitted sweater;""striped"";""colorful"";""long sleeves"";""crew neck"";""cozy"";""casual"";""bright colors"";""comfortable"";""fall fashion"";""winter wear"";""women's clothing"";""multicolor stripes"";""handmade"";""DIY fashion"";""soft texture"";""modern design"""
10421669,"knitting;""crochet"";""pattern"";""garment"";""project"";""model"";""wearing"";""cardigan"";""sweater"";""shawl collar"";""multi-color"";""earth tones"";""layered"";""bohemian"";""pleated skirt"";""fall fashion"";""belted"";""open front"";""cozy"";""handmade"";""DIY"";""outdoors"";""casual"";""fashionable"""
10421701,"crochet;""cardigan"";""colorful"";""multicolor"";""striped"";""oversized"";""loose fit"";""casual"";""outdoor"";""model wearing"";""long sleeves"";""front open"";""vintage style"";""comfort"";""warm"";""layered"";""fall fashion"";""handmade"";""craft"";""hobby"";""soft fabric"""
10422304,"knitted cardigan;""long cardigan"";""open-front cardigan"";""women's garment"";""textured knit"";""casual wear"";""everyday wear"";""fall fashion"";""winter fashion"";""three-quarter sleeves"";""handmade"";""cozy"";""soft yarn"";""layering piece"";""seamless construction"";""ribbed pattern"";""purple cardigan"";""versatile"";""modern style"""
10422436,"baby;""knitted"";""cardigan"";""striped"";""hooded"";""long-sleeve"";""button-up"";""infant"";""neutral colors"";""stripes"";""soft"";""cozy"";""handmade"";""baby wear"";""knitted sweater"";""knitting pattern"";""multicolor"";""modern"";""toddler fashion"";""casual"""
10423467,"baby clothing;""knitting pattern"";""crochet toys"";""baby cardigan"";""baby sweater"";""knitted hat"";""knitted booties"";""animal theme"";""deer pattern"";""mushroom pattern"";""nature theme"";""colorful"";""patchwork blanket"";""handmade toys"";""eco-friendly yarn"";""long sleeve cardigan"";""buttoned cardigan"";""round yoke""; ""traditional design"";""baby wear"";""gift set"";""fall colors"";""neutral colors"";""soft wool"";""Debbie Bliss"";""creative knitting pattern"";""DIY baby clothes"""
10423548,"knitted cardigan;""white cardigan"";""long sleeve cardigan"";""open front cardigan"";""cable knit pattern"";""women's sweater"";""shawl collar"";""fall fashion"";""winter fashion"";""cozy knit"";""handmade garment"";""DIY knitting project"";""Debbie Bliss"";""Cashmerino DK"";""textured knit"";""layering piece"""
10423770,"knitted shawl;""gray shawl"";""triangular shawl"";""casual style"";""wrap"";""shoulder cover"";""handmade accessory"";""lightweight garment"";""layering piece"";""cozy wear"";""beachwear"";""summer fashion"";""neutral color"";""textured knit"";""simple design"""
10424388,"knit cardigan;""long sleeve"";""open front"";""lightweight"";""beige color"";""textured knit"";""simple design"";""casual wear"";""spring fashion"";""layering piece"";""neutral tone"";""handmade knitwear"";""everyday use"";""modern style"";""comfortable fit"""
10424489,"knitting pattern;""sleeveless sweater"";""vest"";""green"";""women's clothing"";""garment"";""knitwear"";""casual style"";""classic design"";""fall fashion"";""layering piece"";""basic sweater"";""V-neck vest"""
10424862,"knitted cardigan;""open-front cardigan"";""draped cardigan"";""striped pattern"";""multi-colored yarn"";""casual wear"";""layering piece"";""short sleeves"";""lightweight"";""simple design"";""easy knitting pattern"";""beginner-friendly"";""spring-summer garment"";""loose fit"";""comfortable"";""versatile"";""relaxed style"""
10424941,"baby cardigan;""baby sweater"";""baby hat"";""baby blanket"";""baby set"";""animal motifs"";""giraffe hat"";""elephant design"";""knitting pattern"";""crochet pattern"";""blue cardigan"";""white sweater"";""white blanket"";""eco-friendly yarn"";""wool pattern"";""Debbie Bliss"";""kids knitwear"";""animal theme"";""safari theme"";""textured knit"";""knitted toys"";""baby clothing"";""handcrafted baby set"";""baby crochet set"""
10425561,"knitting;""crochet"";""pattern"";""garment"";""project"";""top"";""sleeveless"";""tank top"";""summer wear"";""casual"";""women"";""fitted"";""knitwear"";""ribbed hem"";""simple design"";""blue top"";""halter neck"";""lightweight"";""comfortable"";""stylish"";""beginner-friendly"";""handmade fashion"";""yarn project"";""DIY clothing"";""summer top"";""fashionable knit"";""easy pattern"";""wardrobe essential"""
10425682,"knitted;""crocheted"";""garment"";""cardigan"";""cove cardigan"";""long sleeve"";""open-front"";""lace pattern"";""pattern"";""knitting pattern"";""crochet pattern"";""women's wear"";""casual"";""textured"";""cozy"";""layering"";""fall fashion"";""winter fashion"";""beginner friendly"";""intermediate level"";""detailed stitch"";""DIY fashion"";""comfortable"";""soft"";""versatile"";""handmade"";""yarn"";""warm"";""stylish"";""elegant"""
10425696,"seaside;""sweater"";""women's"";""knitted"";""crochet"";""crocheted"";""long sleeves"";""loose fit"";""round neckline"";""lattice stitch"";""gray"";""casual"";""comfortable"";""fall"";""winter"";""project"";""yarn"";""pattern"";""DIY"";""craft"";""beginner"";""intermediate"";""textured"";""hip length"";""modern"";""stylish"""
10427292,"knitted sweater;""childrens clothing"";""giraffe pattern"";""colorwork"";""long sleeves"";""crew neck"";""orange"";""animal theme"";""playful design"";""handmade"";""warm"";""fall/winter"";""soft yarn"";""unisex"";""outdoor wear"";""casual style"""
10427364,"knit hat;""summer hat"";""green hat"";""textured hat"";""crochet style"";""bucket hat"";""accessory"";""handmade hat"";""sun hat"";""women's hat"";""casual style"";""outdoor wear"";""lightweight hat"";""simple design"";""knitting pattern"";""easy knit"";""DIY hat"""
10427368,"crochet top;""short sleeves"";""lace pattern"";""white color"";""summer wear"";""lightweight"";""openwork"";""round neckline"";""casual style"";""comfortable fit"";""delicate detail"";""airy design"""
10428118,"knitting;""crochet"";""pattern"";""tank top"";""Little Folk Tank Top"";""Millamia Sweden"";""children's clothing"";""boys wear"";""vest"";""fair isle"";""colorwork"";""sleeveless"";""folk style"";""traditional motifs"";""handmade"";""craft project"";""blue"";""red"";""white"";""colorful"";""geometric patterns"";""winter wear"";""layering piece"";""home decor"";""Swedish design"";""modern knitting"";""classic style"";""beginner friendly"";""knitwear fashion"";""fall collection"";""cozy clothing"";""DIY"";""crafts"""
10428154,"baby outfit;""knitting pattern"";""crochet pattern"";""baby cardigan"";""baby booties"";""baby dress"";""baby hat"";""baby blanket"";""toy lamb"";""knitted set"";""crocheted set"";""neutral colors"";""green"";""white"";""beige"";""embellished"";""buttons"";""set"";""eco-friendly yarn"";""cashmerino"";""wool"";""gift set"";""newborn"";""infant"";""handmade garment"";""baby apparel"";""decorative blocks"""
10428316,"knitting;""crochet"";""cardigan"";""striped"";""long-sleeve"";""buttoned"";""feminine"";""colorful"";""gradient"";""layered"";""handmade"";""DIY"";""cozy"";""casual"";""ruffle"";""v-neck"";""pastel colors"";""spring fashion"";""lightweight"";""model wearing"";""open front"";""pattern design"";""wool"";""soft fabric"";""comfortable"""
10428779,"baby sweater;""wrap cardigan"";""floral pattern"";""baby clothing set"";""knitted sweater"";""boy's clothing"";""girl's clothing"";""baby bootees"";""baby shorts"";""stuffed toy"";""matching set"";""baby knitwear"";""long sleeve"";""v-neck"";""baby apparel"";""knitwear"";""light grey"";""purple flowers"";""newborn"";""baby shower gift"";""infant clothing"";""handmade"";""baby romper"";""soft yarn"";""cashmerino"";""Debbie Bliss"""
10429318,"colorful;""striped"";""crochet"";""cardigan"";""long sleeve"";""open front"";""handmade"";""rainbow"";""bohemian style"";""casual wear"";""multicolor"";""loose fit"";""fall fashion"";""layering piece"";""women's sweater"""
10429421,"knitted baby set;""baby cardigan"";""baby hat"";""baby booties"";""baby blanket"";""white knitwear"";""lace pattern"";""openwork"";""crochet details"";""floral dress"";""baby clothes"";""infant wear"";""handmade"";""soft yarn"";""gift set"";""baby shower gift"";""newborn outfit"";""heirloom piece"";""delicate knitting"";""classic style"""
10429427,"knitted vest;""v-neck sweater"";""cable knit"";""short sleeves"";""women's garment"";""layering piece"";""casual wear"";""handmade fashion"";""textured knitting"";""cozy sweater"";""neutral color"";""intricate pattern"";""modern style"";""fall fashion"";""winter wear"""
10429717,"knitted cardigan;""children's clothing"";""long-sleeve"";""button-up"";""lace pattern"";""round neck"";""pink cardigan"";""textured knit"";""fall fashion"";""winter fashion"";""cozy knitwear"";""handmade clothing"";""vintage style"";""girly cardigan"";""warm sweater"";""knitting project"";""child's cardigan"";""yarn craft"";""fashion for kids"";""patterned knitwear"""
10431243,"knitted;""crocheted"";""bag"";""shopping bag"";""string bag"";""essential bag"";""mesh pattern"";""market bag"";""cotton yarn"";""eco-friendly"";""reusable bag"";""tote bag"";""craft pattern"";""summer accessory"";""lightweight"";""durable"";""easy pattern"";""knitting project"";""beginner-friendly"";""blue bag"";""purple bag"";""cream bag"";""handmade"";""DIY"";""fruit"";""groceries"""
10431271,"crochet;""water bottle holder"";""accessory"";""lattice design"";""carrying strap"";""aquamarine"";""beach"";""summer"";""handmade"";""diy"";""portable"";""functional"";""gift idea"""
10431499,"casual;""summer"";""short-sleeve"";""color-block"";""easy"";""women"";""pullover"";""knitted"";""round neck"";""stripe pattern"";""cotton yarn"";""multi-color"";""relaxed fit"";""modern"";""tunic length"";""beginner friendly"";""knitting pattern"""
10431511,"knitted cardigan;""cardigan"";""long sleeve"";""open front"";""cable knit"";""cream colored"";""knitwear"";""cozy"";""casual"";""fall fashion"";""winter fashion"";""textured"";""women's clothing"";""layering piece"";""handmade knit"";""soft fabric"";""classic style"";""cozy cardigan"""
10431513,"shawl;""lace"";""scalloped edge"";""wrap"";""openwork"";""delicate"";""lightweight"";""knit"";""textured"";""cozy"";""pink"";""accessory"";""elegant"";""stylish"";""handmade"";""pattern"";""comfortable"";""chic"";""fashionable"";""intricate design"""
10431523,"knit blanket;""cable knit"";""patchwork"";""afghan"";""multicolored"";""home decor"";""blanket pattern"";""chunky yarn"";""texture"";""cozy"";""intermediate skill"";""living room"";""throw"";""decorative"";""handmade"";""comfort"""
10432060,"knit scarf;""colorwork"";""striped"";""geometric patterns"";""multicolor"";""warm"";""winter accessory"";""cozy"";""textured"";""handmade"";""knitting pattern"";""fall fashion"";""DIY project"""
10432062,"knitting;""crochet"";""pattern"";""knitted sweater"";""knitted cardigan"";""knitwear"";""woman's sweater"";""fair isle"";""colorwork"";""fall fashion"";""winter fashion"";""outdoor"";""cozy knit"";""hat"";""model wearing knitted garment"";""forest theme"";""nature inspiration"";""leisure wear"";""long sleeves"";""button-up"";""neutral colors"";""multi-colored pattern"";""rustic style"""
10432068,"knitted scarf;""checker pattern"";""striped pattern"";""color block"";""fall fashion"";""winter fashion"";""cozy accessory"";""warm scarf"";""women's scarf"";""handmade scarf"";""chunky knit"";""thick yarn"";""orange and black scarf"";""gray scarf"";""knitwear"";""fashion accessory"";""easy knitting pattern"";""beginner friendly"";""scarf knitting pattern"""
10432074,"socks;""knitted socks"";""blue socks"";""hand-knitted"";""winter wear"";""warm"";""cozy"";""accessories"";""footwear"";""DIY"";""craft"";""knitting pattern"";""knitwear"";""comfortable"""
10432076,"knitted hat;""knitted scarf"";""beanie"";""cabled"";""textured"";""handmade accessories"";""neutral color knitwear"";""chunky knit"";""woman's winter accessories"";""fall fashion"";""used as model"";""cozy"";""outdoor"";""fall season knitwear"";""beginner-friendly pattern"""
10432230,"knitted vest;""sleeveless"";""striped pattern"";""multicolor"";""layered look"";""ribbed hem"";""round neck"";""women's clothing"";""casual wear"";""fall fashion"";""handmade garment"";""easy knit pattern"";""lightweight"";""comfortable"";""DIY project"";""fashionable"";""modern knit"";""intermediate skill"";""button-up skirt"";""beige skirt"";""white blouse"""
10432234,"knitting;""crochet"";""pattern"";""sweater"";""jumper"";""striped"";""striped sweater"";""long sleeves"";""round neck"";""classic fit"";""casual wear"";""colorful"";""multicolored"";""knitwear"";""woman"";""model"";""handmade"";""DIY fashion"";""fall fashion"";""winter fashion"";""knit pattern"";""comfy sweater"";""turtleneck"";""layered"";""neutral colors"""
10432314,"striped;""pullover"";""sweater"";""multi-colored"";""long sleeves"";""crew neck"";""casual"";""cozy"";""knit"";""women"";""model wearing"";""fall fashion"";""winter fashion"";""soft yarn"";""handmade look"";""fashionable"";""textured"";""comfortable"";""layered"";""versatile"""
10432770,"knitting pattern;""female models"";""colorblock sweater"";""cardigan"";""colorful cardigan"";""cable knit sweater"";""fall fashion"";""winter fashion"";""textured pattern"";""zip-up cardigan"";""white sweater"";""red and blue cardigan"";""knitting ebook"";""modern knitwear"";""customizable"";""cozy"";""long sleeves"";""contrasting colors"";""panel design"";""handmade garment"""
10432774,"gnome;""festive"";""holiday"";""Christmas"";""decoration"";""crochet"";""handmade"";""red hat"";""braided beard"";""amigurumi"";""collectible"";""gift idea"";""whimsical"";""paintbox yarns"""
10433345,"crochet top;""crochet skirt"";""granny square"";""colorful"";""summer outfit"";""two-piece set"";""crocheted"";""boho style"";""handmade"";""women's fashion"";""bright colors"";""festival wear"";""casual wear"";""patterned"";""sleeveless top"";""midi skirt"";""bohemian"";""""crop top"";""matching set"";""artisan design"""
10434055,"knitted cardigan;""baby cashmerino"";""button-up cardigan"";""black and white"";""geometric pattern"";""long-sleeve cardigan"";""round neck"";""textured knit"";""model wearing cardigan"";""classic style"";""forest background"";""fall fashion"";""elegant knitwear"";""women's cardigan"";""outdoor setting"";""detailed design"";""handmade"";""casual wear"""
10434314,"knitted cardigan;""striped cardigan"";""long sleeve cardigan"";""buttoned cardigan"";""children's fashion"";""girls' cardigan"";""purple cardigan"";""white and purple"";""handmade garment"";""open front cardigan"";""casual wear"";""cozy knitwear"";""fall fashion"";""winter fashion"";""knit pattern"";""model wearing cardigan"";""yarn craft"";""layering piece"";""button-up sweater"";""soft fabric"""
10434326,"knitted cardigan;""colorful"";""geometrical pattern"";""striped"";""diamond pattern"";""chunky knit"";""button-up"";""long sleeves"";""crew neck"";""modern style"";""vibrant colors"";""multicolored"";""fall fashion"";""winter fashion"";""handmade"";""unique design"""
10434495,"colorful;""chunky"";""crocheted cardigan"";""patchwork design"";""multicolored"";""bubble stitch"";""long sleeves"";""oversized"";""button-down"";""handmade"";""textured"";""bold colors"";""cozy"";""vibrant"";""modern"";""casual"";""soft yarn"";""fashionable"";""layering piece"""
10434497,"knitted poncho;""striped pattern"";""multicolored"";""autumn colors"";""turtleneck"";""cozy"";""handmade"";""layering"";""warm"";""fashion"";""women's wear"";""comfortable"";""casual"";""oversized"";""textured knit"";""traditional"";""stylish"";""long sleeves"";""relaxed fit"";""bohemian"";""fall fashion"""
10434501,"knitting;""knitted sweater"";""striped sweater"";""colorful"";""ribbed texture"";""long sleeves"";""high neck"";""casual wear"";""handmade"";""multicolor"";""chunky knit"";""cozy"";""fall fashion"";""winter fashion"";""striped pattern"";""women's clothing"""
10434507,"baby sweater;""hoodie"";""knitted"";""long sleeves"";""button-up"";""garter stitch"";""baby clothing"";""white and blue"";""infant wear"";""cozy"";""warm"";""soft fabric"";""unisex"";""handmade"";""toddler"";""baby fashion"""
10435184,"knitted cardigan;""women's garment"";""pink cardigan"";""floral pattern"";""daisy motif"";""chunky knit"";""cropped length"";""buttonless cardigan"";""spring fashion"";""textured knit"";""long sleeves"";""handmade fashion"";""modern style"";""casual wear"";""unique design"""
10435188,"knitted sweater;""easy pattern"";""everyday wear"";""long sleeves"";""ribbed neckline"";""chunky yarn"";""cozy fit"";""casual style"";""simple design"";""comfortable"";""paintbox yarns"";""beginner friendly"";""garment"";""ribbed hem"";""ribbed cuffs"";""model wearing sweater"";""mint green sweater"""
10435553,"knitted cactus;""knitted plant"";""stuffed toy"";""amigurumi"";""whimsical design"";""novelty toy"";""green yarn"";""potted plant toy"";""cute decoration"";""home decor"";""gift idea"";""handmade toy"";""soft sculpture"";""beginner-friendly pattern"";""bright colors"";""spring decor"";""colorful yarn"";""collectible"";""botanical theme"";""modern design"""
10435555,"knitted fruits;""crochet fruits"";""toy fruits"";""stuffed fruits"";""fruit knitting pattern"";""fruit crochet pattern"";""amigurumi"";""handmade toys"";""knitted food"";""crochet food"";""decorative fruits"";""fruit decor"";""play food"";""paintbox yarns pattern"";""fruity friends series"";""knit orange"";""knit apple"";""knit lemon"";""knit watermelon"";""knit banana"";""knit pineapple"";""knit grapes"";""knit peas"";""knit cherry"";""cute knit fruits"";""colorful knit fruits"";""yarn fruits"";""beginner-friendly pattern"";""intermediate pattern"";""advanced pattern"";""detailed pattern"";""summer knitting project"";""knitted fruit toys"";""crochet fruit toys"""
10435768,"knitted sweater;""purple sweater"";""women's sweater"";""long sleeve sweater"";""crochet pattern"";""textured knit"";""round neck sweater"";""casual style"";""winter clothing"";""layered look"";""handmade garment"";""fashion knitwear"";""cozy sweater"";""warm clothing"";""model wearing sweater"""
10436204,"crochet;""underwater theme"";""sea creatures"";""octopus"";""seahorse"";""jellyfish"";""amigurumi"";""decorative"";""100% cotton"";""DIY"";""craft"";""cute"";""playful"";""beginner friendly"";""colorful"""
10436206,"amigurumi;""crochet pattern"";""animal toys"";""stuffed animals"";""handmade toys"";""dolls"";""childrens toys"";""gifts for kids"";""dolls with clothes"";""matching outfits"";""cute"";""mini me"";""crocheted dolls"";""playtime"";""craft project"";""ricorumi"";""crochet animals"";""easy crochet pattern"";""bear toy"";""pig toy"";""lion toy"""
10436587,"crochet cardigan;""patchwork cardigan"";""granny square pattern"";""multicolor"";""long sleeves"";""open front"";""casual style"";""vintage style"";""colorful"";""cozy"";""cropped length"";""textured"";""layering piece"";""comfortable"";""handmade fashion"";""soft yarn"";""bohemian"";""chic"";""versatile"";""easy fit"""
10436611,"knitted;""garment"";""child"";""sweater"";""poncho"";""multicolor"";""beret"";""hat"";""handmade"";""cozy"";""warm"";""fall"";""winter"";""long sleeve"";""layered"";""rainbow"";""textured"";""casual"";""fashion"";""unique pattern"";""comfortable"";""trend"";""children's clothing"";""outfit"";""girl"";""ensemble"""
10436615,"knitting;""pattern"";""sweater"";""cardigan"";""multicolor"";""long sleeves"";""button-up"";""v-neck"";""chevron pattern"";""casual wear"";""seasonal"";""layering"";""fashion"";""trend"";""handmade"";""DIY"";""homecraft"";""yarn project"";""textured fabric"""
